id,phase,institution,folder,filename,url,year,doc_type,category,verification,priority,impact_areas,summary,oc_use
129,2,UBC Vancouver,01_UBC-Vancouver/04_Transportation,2021_UBCV_UBC-Vancouver-Transportation-Status-Report-2021.pdf,https://planning.ubc.ca/sites/default/files/2022-06/UBC2021-TransportationStatusReport-FINAL.pdf,2021,Transportation Status Report,Transportation,Link seen on index page,,,"Transportation Status Report series, 2021.",Part of the Transportation Status Report time series. Multi-year trend data for benchmarking.
130,2,UBC Vancouver,01_UBC-Vancouver/04_Transportation,2020_UBCV_UBC-Vancouver-Transportation-Status-Report-2020.pdf,https://planning.ubc.ca/sites/default/files/2021-10/UBC2020-TransportationStatusReport-FINAL.pdf,2020,Transportation Status Report,Transportation,Link seen on index page,,,"Transportation Status Report series, 2020.",Part of the Transportation Status Report time series. Multi-year trend data for benchmarking.
131,2,UBC Vancouver,01_UBC-Vancouver/04_Transportation,2019_UBCV_UBC-Vancouver-Transportation-Status-Report-Fall-2019.pdf,https://planning.ubc.ca/sites/default/files/2020-05/UBC2019-TransportationStatusReport-Mar5-2020_0.pdf,2019,Transportation Status Report,Transportation,Link seen on index page,,,"Transportation Status Report series, 2019.",Part of the Transportation Status Report time series. Multi-year trend data for benchmarking.
132,2,UBC Vancouver,01_UBC-Vancouver/04_Transportation,2018_UBCV_UBC-Vancouver-Transportation-Status-Report-Fall-2018.pdf,https://planning.ubc.ca/sites/default/files/2019-12/REPORT_UBC_2018TransportationStatusReport.pdf,2018,Transportation Status Report,Transportation,Link seen on index page,,,"Transportation Status Report series, 2018.",Part of the Transportation Status Report time series. Multi-year trend data for benchmarking.
133,2,UBC Vancouver,01_UBC-Vancouver/04_Transportation,2017_UBCV_UBC-Vancouver-Transportation-Status-Report-2017.pdf,https://planning.ubc.ca/sites/default/files/2019-11/REPORT_UBC_Transportation_2017.pdf,2017,Transportation Status Report,Transportation,Link seen on index page,,,"Transportation Status Report series, 2017.",Part of the Transportation Status Report time series. Multi-year trend data for benchmarking.
134,2,UBC Vancouver,01_UBC-Vancouver/04_Transportation,2016_UBCV_UBC-Vancouver-Transportation-Status-Report-2016.pdf,https://planning.ubc.ca/sites/default/files/2019-11/REPORT_UBC_Transportation_2016.pdf,2016,Transportation Status Report,Transportation,Link seen on index page,,,"Transportation Status Report series, 2016.",Part of the Transportation Status Report time series. Multi-year trend data for benchmarking.
135,2,UBC Vancouver,01_UBC-Vancouver/04_Transportation,2015_UBCV_UBC-Vancouver-Transportation-Status-Report-Fall-2015.pdf,https://planning.ubc.ca/sites/default/files/2019-11/REPORT_UBC_Transportation_2015.pdf,2015,Transportation Status Report,Transportation,Link seen on index page,,,"Transportation Status Report series, 2015.",Part of the Transportation Status Report time series. Multi-year trend data for benchmarking.
136,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2024_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2024.pdf,https://sustain.ubc.ca/sites/default/files/UBCV_GHG_Inventory_2024.pdf,2024,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2024.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
137,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2023_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2023.pdf,https://sustain.ubc.ca/sites/default/files/UBCV_GHG_Inventory_2023.pdf,2023,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2023.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
138,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2022_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2022.pdf,https://sustain.ubc.ca/sites/default/files/files/UBCV_GHG_Inventory_2022.pdf,2022,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2022.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
139,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2021_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2021.pdf,https://sustain.ubc.ca/sites/default/files/files/UBCV_GHG_Inventory_2021.pdf,2021,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2021.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
140,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2020_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2020.pdf,https://sustain.ubc.ca/sites/default/files/UBC_GHG_Inventory_2020.pdf,2020,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2020.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
141,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2019_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2019.pdf,https://sustain.ubc.ca/sites/default/files/files/UBC_GHG_Inventory_2019_15Jan21.pdf,2019,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2019.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
142,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2018_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2018.pdf,https://sustain.ubc.ca/sites/default/files/files/UBC_GHG_Inventory_2018.pdf,2018,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2018.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
143,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2017_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2017.pdf,https://sustain.ubc.ca/sites/sustain.ubc.ca/files/UBCGHGInventory_2017_web.pdf,2017,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2017.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
144,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2016_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2016.pdf,https://sustain.ubc.ca/sites/sustain.ubc.ca/files/uploads/CampusSustainability/CS_PDFs/ClimateEnergy/UBCGHGInventory_2016.pdf,2016,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2016.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
145,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2015_UBCV_UBC-Vancouver-Campus-GHG-Emissions-Inventory-2015.pdf,https://sustain.ubc.ca/sites/sustain.ubc.ca/files/UBCGHGInventory_2015.pdf,2015,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2015.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
146,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2023_UBCV_UBC-Annual-Sustainability-Report-2023-24.pdf,https://sustain.ubc.ca/sites/default/files/files/UBC-Annual-Sustainability-Report-2023-24.pdf,2023,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2023.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
147,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2022_UBCV_UBC-Annual-Sustainability-Report-2022-23.pdf,https://sustain.ubc.ca/sites/default/files/files/UBC-Annual-Sustainability-Report-2022-23.pdf,2022,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2022.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
148,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2021_UBCV_UBC-Annual-Sustainability-Report-2021-22.pdf,https://sustain.ubc.ca/sites/default/files/files/Annual-Sustainability-Report-2021-22_1.pdf,2021,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2021.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
149,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2020_UBCV_UBC-Annual-Sustainability-Report-2020-21.pdf,https://sustain.ubc.ca/sites/default/files/files/2020-21-Annual-Sustainability-Report.pdf,2020,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2020.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
150,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2019_UBCV_UBC-Annual-Sustainability-Report-2019-20.pdf,https://sustain.ubc.ca/sites/default/files/2019-20ASR_201019_0.pdf,2019,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2019.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
151,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2018_UBCV_UBC-Annual-Sustainability-Report-2018-19.pdf,https://sustain.ubc.ca/sites/default/files/files/18-19-Annual-Sustainability-Report.pdf,2018,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2018.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
152,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2017_UBCV_UBC-Annual-Sustainability-Report-2017-18.pdf,https://sustain.ubc.ca/sites/default/files/files/ASR-2017-2018-2.pdf,2017,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2017.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
153,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2016_UBCV_UBC-Annual-Sustainability-Report-2016-17.pdf,https://sustain.ubc.ca/sites/default/files/Annual%20Sustainability%20Report%20-%20January%202018.pdf,2016,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2016.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
154,2,UBC Vancouver,01_UBC-Vancouver/01_Plans-and-Strategies,2015_UBCV_UBC-Annual-Sustainability-Report-2015-16.pdf,https://sustain.ubc.ca/sites/default/files/2015-16%20Annual%20Sustainability%20Report.pdf,2015,Annual Sustainability Report,Plans-and-Strategies,Link seen on index page,,,"Annual Sustainability Report series, 2015.",Part of the Annual Sustainability Report time series. Multi-year trend data for benchmarking.
155,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2025_UBCV_UBC-Climate-Change-Accountability-Report-2025.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/ubc_2025_ccar.pdf,2025,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2025.",Part of the CCAR time series. Multi-year trend data for benchmarking.
156,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2023_UBCV_UBC-Climate-Change-Accountability-Report-2023.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2023/ps/university_of_british_columbia_2023_ccar.pdf,2023,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2023.",Part of the CCAR time series. Multi-year trend data for benchmarking.
157,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2022_UBCV_UBC-Climate-Change-Accountability-Report-2022.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2022/uc/ubc_ccar_full_report.pdf,2022,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2022.",Part of the CCAR time series. Multi-year trend data for benchmarking.
158,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2021_UBCV_UBC-Climate-Change-Accountability-Report-2021.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2021/ubc_2021_ccar.pdf,2021,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2021.",Part of the CCAR time series. Multi-year trend data for benchmarking.
159,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2020_UBCV_UBC-Climate-Change-Accountability-Report-2020.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2020/university_of_british_columbia.pdf,2020,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2020.",Part of the CCAR time series. Multi-year trend data for benchmarking.
160,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2019_UBCV_UBC-Carbon-Neutral-Action-Report-2019.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2019/ps/final_university_of_british_columbia_2019_overview.pdf,2019,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2019.",Part of the CNAR time series. Multi-year trend data for benchmarking.
161,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2018_UBCV_UBC-Carbon-Neutral-Action-Report-2018.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2018/ps/final_ubc_2018.pdf,2018,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2018.",Part of the CNAR time series. Multi-year trend data for benchmarking.
162,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2017_UBCV_UBC-Carbon-Neutral-Action-Report-2017.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2017/ps/final_ubc_2017.pdf,2017,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2017.",Part of the CNAR time series. Multi-year trend data for benchmarking.
163,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2016_UBCV_UBC-Carbon-Neutral-Action-Report-2016.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2016/ps/final_ubc_2016.pdf,2016,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2016.",Part of the CNAR time series. Multi-year trend data for benchmarking.
164,2,UBC Vancouver,01_UBC-Vancouver/02_Climate-and-GHG-Reporting,2015_UBCV_UBC-Carbon-Neutral-Action-Report-2015.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2015/ps/final_ubc_2015.pdf,2015,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2015.",Part of the CNAR time series. Multi-year trend data for benchmarking.
165,2,UVic,03_UVic/02_Climate-and-GHG-Reporting,2022_UVic_UVic-Climate-Change-Accountability-Report-2022.pdf,https://www.uvic.ca/sustainability/assets/docs/reports/ccar2022.pdf,2022,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2022.",Part of the CCAR time series. Multi-year trend data for benchmarking.
166,2,UVic,03_UVic/02_Climate-and-GHG-Reporting,2021_UVic_UVic-Climate-Change-Accountability-Report-2021.pdf,https://www.uvic.ca/sustainability/assets/docs/reports/cnar21.pdf,2021,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2021.",Part of the CCAR time series. Multi-year trend data for benchmarking.
167,2,UVic,03_UVic/02_Climate-and-GHG-Reporting,2020_UVic_UVic-Carbon-Neutral-Action-Report-2020.pdf,https://www.uvic.ca/sustainability/assets/docs/reports/cnar20.pdf,2020,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2020.",Part of the CNAR time series. Multi-year trend data for benchmarking.
168,2,UVic,03_UVic/02_Climate-and-GHG-Reporting,2019_UVic_UVic-Carbon-Neutral-Action-Report-2019.pdf,https://www.uvic.ca/sustainability/assets/docs/reports/cnar19.pdf,2019,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2019.",Part of the CNAR time series. Multi-year trend data for benchmarking.
169,2,UVic,03_UVic/02_Climate-and-GHG-Reporting,2018_UVic_UVic-Carbon-Neutral-Action-Report-2018.pdf,https://www.uvic.ca/sustainability/assets/docs/reports/budg_05823_carbonneutralreportoutweb1.pdf,2018,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2018.",Part of the CNAR time series. Multi-year trend data for benchmarking.
170,2,UVic,03_UVic/02_Climate-and-GHG-Reporting,2016_UVic_UVic-Carbon-Neutral-Action-Report-2016.pdf,https://www.uvic.ca/sustainability/assets/docs/UVic2016CNAR.pdf,2016,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2016.",Part of the CNAR time series. Multi-year trend data for benchmarking.
171,2,UVic,03_UVic/02_Climate-and-GHG-Reporting,2015_UVic_UVic-Carbon-Neutral-Action-Report-2015.pdf,https://www.uvic.ca/sustainability/assets/docs/reports/cnar15.pdf,2015,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2015.",Part of the CNAR time series. Multi-year trend data for benchmarking.
172,2,UVic,03_UVic/04_Transportation,2016_UVic_UVic-Campus-Traffic-Survey-2016-Final-Report.pdf,https://www.uvic.ca/campusplanning/assets/docs/campus-traffic-survey-2016.pdf,2016,Traffic Survey,Transportation,Link seen on index page,,,"Traffic Survey series, 2016.",Part of the Traffic Survey time series. Multi-year trend data for benchmarking.
173,2,UVic,03_UVic/06_Waste-and-Procurement,2018_UVic_UVic-Waste-Assessment-Summary-2018-Final.pdf,https://www.uvic.ca/sustainability/assets/docs/university-of-victoria---waste-assessment-summary-2018-final.pdf,2018,Waste Audit,Waste-and-Procurement,Link seen on index page,,,"Waste Audit series, 2018.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
174,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2025_UBCO_UBC-Okanagan-Climate-Change-Accountability-Report-2025.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2026/06/CCAR-Okanagan-2025_FINAL.pdf,2025,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2025.",Part of the CCAR time series. Multi-year trend data for benchmarking.
175,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2024_UBCO_UBC-Okanagan-Climate-Change-Accountability-Report-2024.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/08/CCAR-Okanagan-2024-Final-web.pdf,2024,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2024.",Part of the CCAR time series. Multi-year trend data for benchmarking.
176,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2023_UBCO_UBC-Okanagan-Climate-Change-Accountability-Report-2023.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2023-Climate-Change-Accountability-Report.pdf,2023,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2023.",Part of the CCAR time series. Multi-year trend data for benchmarking.
177,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2022_UBCO_UBC-Okanagan-Climate-Change-Accountability-Report-2022.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/08/CCAR-Okanagan-2022-web.pdf,2022,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2022.",Part of the CCAR time series. Multi-year trend data for benchmarking.
178,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2021_UBCO_UBC-Okanagan-Climate-Change-Accountability-Report-2021.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2021-Climate-Change-Accountability-Report.pdf,2021,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2021.",Part of the CCAR time series. Multi-year trend data for benchmarking.
179,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2020_UBCO_UBC-Okanagan-Climate-Change-Accountability-Report-2020.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2020-Climate-Change-Accountability-Report.pdf,2020,CCAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CCAR series, 2020.",Part of the CCAR time series. Multi-year trend data for benchmarking.
180,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2019_UBCO_UBC-Okanagan-Carbon-Neutral-Action-Report-2019.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2019-Carbon-Neutral-Action-Report.pdf,2019,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2019.",Part of the CNAR time series. Multi-year trend data for benchmarking.
181,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2018_UBCO_UBC-Okanagan-Carbon-Neutral-Action-Report-2018.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2018-Carbon-Neutral-Action-Report.pdf,2018,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2018.",Part of the CNAR time series. Multi-year trend data for benchmarking.
182,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2017_UBCO_UBC-Okanagan-Carbon-Neutral-Action-Report-2017.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2017-Carbon-Neutral-Action-Report.pdf,2017,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2017.",Part of the CNAR time series. Multi-year trend data for benchmarking.
183,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2016_UBCO_UBC-Okanagan-Carbon-Neutral-Action-Report-2016.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2016-Carbon-Neutral-Action-Report.pdf,2016,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2016.",Part of the CNAR time series. Multi-year trend data for benchmarking.
184,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2015_UBCO_UBC-Okanagan-Carbon-Neutral-Action-Report-2015.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2015-Carbon-Neutral-Action-Report.pdf,2015,CNAR,Climate-and-GHG-Reporting,Link seen on index page,,,"CNAR series, 2015.",Part of the CNAR time series. Multi-year trend data for benchmarking.
185,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2024_UBCO_UBC-Okanagan-GHG-Inventory-and-Consumption-Detail-Report-2024.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2026/03/2024-Inventory-and-Consumption-Detail-Report.pdf,2024,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2024.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
186,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2023_UBCO_UBC-Okanagan-Greenhouse-Gas-Emissions-Tracking-2023.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2023-Green-house-gases-emission-tracking.pdf,2023,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2023.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
187,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2022_UBCO_UBC-Okanagan-Greenhouse-Gas-Emissions-Tracking-2022.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2022-Green-house-gases-emission-tracking.pdf,2022,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2022.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
188,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2021_UBCO_UBC-Okanagan-Greenhouse-Gas-Emissions-Tracking-2021.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2021-Green-house-gases-emission-tracking.pdf,2021,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2021.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
189,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2020_UBCO_UBC-Okanagan-Greenhouse-Gas-Emissions-Tracking-2020.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2020-Green-house-gases-emission-tracking.pdf,2020,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2020.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
190,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2019_UBCO_UBC-Okanagan-Greenhouse-Gas-Emissions-Tracking-2019.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2019-Green-house-gases-emission-tracking.pdf,2019,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2019.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
191,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2018_UBCO_UBC-Okanagan-Greenhouse-Gas-Emissions-Tracking-2018.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2018-Green-house-gases-emission-tracking.pdf,2018,GHG Inventory,Climate-and-GHG-Reporting,Link seen on index page,,,"GHG Inventory series, 2018.",Part of the GHG Inventory time series. Multi-year trend data for benchmarking.
192,2,UBC Okanagan,02_UBC-Okanagan/01_Plans-and-Strategies,2024_UBCO_CAP-2030-Implementation-Updates-Vancouver-and-Okanagan-Board-of-Governors-June-2024.pdf,https://bog3.sites.olt.ubc.ca/files/2024/06/1.6_2024_06_Climate-Action-Plan-2030-Implementation-Updates-Vancouver-and-Okanagan.pdf,2024,CAP Progress Report,Plans-and-Strategies,Link seen on index page,,,"CAP Progress Report series, 2024.",Part of the CAP Progress Report time series. Multi-year trend data for benchmarking.
193,2,UBC Okanagan,02_UBC-Okanagan/01_Plans-and-Strategies,2022_UBCO_UBC-Climate-Emergency-Executive-Summary-2021-22.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/Climate-Emergency-Executive-Summary.pdf,2022,Climate Emergency,Plans-and-Strategies,Link seen on index page,,,"Climate Emergency series, 2022.",Part of the Climate Emergency time series. Multi-year trend data for benchmarking.
194,2,UBC Okanagan,02_UBC-Okanagan/01_Plans-and-Strategies,2022_UBCO_UBC-Climate-Emergency-Report-on-Progress-2021-22.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2021-22-Climate-Emergency-Report-on-Progress-v2.pdf,2022,Climate Emergency,Plans-and-Strategies,Link seen on index page,,,"Climate Emergency series, 2022.",Part of the Climate Emergency time series. Multi-year trend data for benchmarking.
195,2,UBC Okanagan,02_UBC-Okanagan/02_Climate-and-GHG-Reporting,2022_UBCO_UBC-Task-Force-on-Climate-Related-Financial-Disclosures-Report-2022.pdf,https://sustain.ok.ubc.ca/wp-content/uploads/sites/207/2025/01/2022-Task-Force-on-Climate-Report.pdf,2022,TCFD Disclosure,Climate-and-GHG-Reporting,Link seen on index page,,,"TCFD Disclosure series, 2022.",Part of the TCFD Disclosure time series. Multi-year trend data for benchmarking.
196,2,UBC Okanagan,02_UBC-Okanagan/01_Plans-and-Strategies,2021_UBCO_UN-Sustainable-Development-Goals-A-Snapshot-of-UBC-Activities-2020-21.pdf,https://sustain.ubc.ca/sites/default/files/files/SDGReport_2020-21.pdf,2021,UN SDG Snapshot,Plans-and-Strategies,Link seen on index page,,,"UN SDG Snapshot series, 2021.",Part of the UN SDG Snapshot time series. Multi-year trend data for benchmarking.
