id,collection,access,title,institution,group,category,docClass,docType,yearLabel,kind,hosted,priority,focusAreas,impactAreas,lenses,crossCutting,verification,openUrl,fileUrl,sourceUrl,path,captured,logStatus,summary,ocUse
R0254,peers,Public (peer publication),Level 1 Energy Study 2022 Open Learning,TRU,TRU,Energy and Buildings,Audits and assessments,Level 1 Energy Study,2022,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Open-Learning.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Open-Learning.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-open-learning64229.pdf,05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Open-Learning.pdf,2026-08-14,SKIPPED,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
R0253,peers,Public (peer publication),Level 1 Energy Study 2022 Sciences,TRU,TRU,Energy and Buildings,Audits and assessments,Level 1 Energy Study,2022,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Sciences.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Sciences.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-sciences64228.pdf,05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Sciences.pdf,2026-08-14,SKIPPED,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
R0265,peers,Public (peer publication),Level 1 Energy Study 2022 Trades and Technology,TRU,TRU,Energy and Buildings,Audits and assessments,Level 1 Energy Study,2022,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Trades-and-Technology.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Trades-and-Technology.pdf,https://www.tru.ca/__shared/assets/level-1-energy-study-2022-trades64240.pdf,05_TRU/05_Energy-and-Buildings/2022_TRU_Level-1-Energy-Study-2022-Trades-and-Technology.pdf,2026-08-14,SKIPPED,"Level 1 Energy Study series, 2022.",Part of the Level 1 Energy Study time series. Multi-year trend data for benchmarking.
R0232,peers,Public (peer publication),TRU Climate Change Accountability Report 2022,TRU,TRU,Climate and GHG Reporting,Statutory and climate reporting,CCAR,2022,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2022_TRU_TRU-Climate-Change-Accountability-Report-2022.pdf,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2022_TRU_TRU-Climate-Change-Accountability-Report-2022.pdf,https://www.tru.ca/__shared/assets/climate-change-accountability-report-202257804.pdf,05_TRU/02_Climate-and-GHG-Reporting/2022_TRU_TRU-Climate-Change-Accountability-Report-2022.pdf,2026-08-14,SKIPPED,"CCAR series, 2022.",Part of the CCAR time series. Multi-year trend data for benchmarking.
R0280,peers,Public (peer publication),TRU STARS Report 2022 Platinum self hosted full submission,TRU,TRU,STARS,STARS,STARS,2022,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/03_STARS/2022_TRU_TRU-STARS-Report-2022-Platinum-self-hosted-full-submission.pdf,https://sustainoc.github.io/Docs2/05_TRU/03_STARS/2022_TRU_TRU-STARS-Report-2022-Platinum-self-hosted-full-submission.pdf,https://www.tru.ca/__shared/assets/tru-stars-report56740.pdf,05_TRU/03_STARS/2022_TRU_TRU-STARS-Report-2022-Platinum-self-hosted-full-submission.pdf,2026-08-14,SKIPPED,"STARS series, 2022.",Part of the STARS time series. Multi-year trend data for benchmarking.
R0335,peers,Public (peer publication),TRU STARS Report v2.2 Platinum 86.17,TRU,TRU,STARS,STARS,STARS,2022,link,False,True,,,,True,Fetched,https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2022-05-31/,,https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2022-05-31/,,2026-08-18,LINK-SAVED,"86.17/100, Platinum, expired Oct 31 2025. The highest-scoring BC teaching institution on record.",The master credit crosswalk for an institution at OC's scale and mandate.
R0277,peers,Public (peer publication),TRU Sustainability Post Literacy Assessment Survey Student Report 2022,TRU,TRU,Curriculum and Research,Audits and assessments,Sustainability Literacy Assessment,2022,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/07_Curriculum-and-Research/2022_TRU_TRU-Sustainability-Post-Literacy-Assessment-Survey-Student-Report-2022.pdf,https://sustainoc.github.io/Docs2/05_TRU/07_Curriculum-and-Research/2022_TRU_TRU-Sustainability-Post-Literacy-Assessment-Survey-Student-Report-2022.pdf,https://www.tru.ca/__shared/assets/student-report-2022-sustainability-post-literacy-assessment-survey55959.pdf,05_TRU/07_Curriculum-and-Research/2022_TRU_TRU-Sustainability-Post-Literacy-Assessment-Survey-Student-Report-2022.pdf,2026-08-14,SKIPPED,"Sustainability Literacy Assessment series, 2022.",Part of the Sustainability Literacy Assessment time series. Multi-year trend data for benchmarking.
R0102,peers,Public (peer publication),TRU Zero Waste Plan 2022 2027,TRU,TRU,Waste and Procurement,Plans and strategies,Plan,2022,file,True,False,Operations,Supply Chain,,False,Seen in search,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2022_TRU_TRU-Zero-Waste-Plan-2022-2027.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2022_TRU_TRU-Zero-Waste-Plan-2022-2027.pdf,https://www.tru.ca/__shared/assets/tru-zero-waste-plan-2022-202755989.pdf,05_TRU/06_Waste-and-Procurement/2022_TRU_TRU-Zero-Waste-Plan-2022-2027.pdf,2026-08-14,SKIPPED,5-year waste diversion and circular-economy roadmap.,"Model for an OC waste sub-plan under Supply Chain, building on the Mar 2026 trash audit."
R0233,peers,Public (peer publication),TRU Climate Change Accountability Report 2021,TRU,TRU,Climate and GHG Reporting,Statutory and climate reporting,CCAR,2021,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2021_TRU_TRU-Climate-Change-Accountability-Report-2021.pdf,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2021_TRU_TRU-Climate-Change-Accountability-Report-2021.pdf,https://www.tru.ca/__shared/assets/Climate_Change_Accountability_Report_-_202156891.pdf,05_TRU/02_Climate-and-GHG-Reporting/2021_TRU_TRU-Climate-Change-Accountability-Report-2021.pdf,2026-08-14,SKIPPED,"CCAR series, 2021.",Part of the CCAR time series. Multi-year trend data for benchmarking.
R0278,peers,Public (peer publication),TRU SLAS 2021 Employee Report,TRU,TRU,Curriculum and Research,Audits and assessments,Sustainability Literacy Assessment,2021,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/07_Curriculum-and-Research/2021_TRU_TRU-SLAS-2021-Employee-Report.pdf,https://sustainoc.github.io/Docs2/05_TRU/07_Curriculum-and-Research/2021_TRU_TRU-SLAS-2021-Employee-Report.pdf,https://www.tru.ca/__shared/assets/slas-2021-tru-employee-report53380.pdf,05_TRU/07_Curriculum-and-Research/2021_TRU_TRU-SLAS-2021-Employee-Report.pdf,2026-08-14,SKIPPED,"Sustainability Literacy Assessment series, 2021.",Part of the Sustainability Literacy Assessment time series. Multi-year trend data for benchmarking.
R0279,peers,Public (peer publication),TRU SLAS 2021 Student Report,TRU,TRU,Curriculum and Research,Audits and assessments,Sustainability Literacy Assessment,2021,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/07_Curriculum-and-Research/2021_TRU_TRU-SLAS-2021-Student-Report.pdf,https://sustainoc.github.io/Docs2/05_TRU/07_Curriculum-and-Research/2021_TRU_TRU-SLAS-2021-Student-Report.pdf,https://www.tru.ca/__shared/assets/slas-2021-tru-student-report53379.pdf,05_TRU/07_Curriculum-and-Research/2021_TRU_TRU-SLAS-2021-Student-Report.pdf,2026-08-14,SKIPPED,"Sustainability Literacy Assessment series, 2021.",Part of the Sustainability Literacy Assessment time series. Multi-year trend data for benchmarking.
R0234,peers,Public (peer publication),TRU Climate Change Accountability Report 2020,TRU,TRU,Climate and GHG Reporting,Statutory and climate reporting,CCAR,2020,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2020_TRU_TRU-Climate-Change-Accountability-Report-2020.pdf,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2020_TRU_TRU-Climate-Change-Accountability-Report-2020.pdf,https://www.tru.ca/__shared/assets/climate-change-accountability-report-202057968.pdf,05_TRU/02_Climate-and-GHG-Reporting/2020_TRU_TRU-Climate-Change-Accountability-Report-2020.pdf,2026-08-14,SKIPPED,"CCAR series, 2020.",Part of the CCAR time series. Multi-year trend data for benchmarking.
R0240,peers,Public (peer publication),TRU Waste and Recyclable Materials Report 2020 Q1,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2020,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2020_TRU_TRU-Waste-and-Recyclable-Materials-Report-2020-Q1.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2020_TRU_TRU-Waste-and-Recyclable-Materials-Report-2020-Q1.pdf,https://www.tru.ca/__shared/assets/waste-recyclable-materials-report-2020q153517.pdf,05_TRU/06_Waste-and-Procurement/2020_TRU_TRU-Waste-and-Recyclable-Materials-Report-2020-Q1.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2020.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0100,peers,Public (peer publication),Campus Strategic Sustainability Plan 2020 2025,TRU,TRU,Plans and Strategies,Plans and strategies,Plan,2019,file,True,True,Planning and Administration,Policy / Planning,,True,Fetched,https://sustainoc.github.io/Docs2/05_TRU/01_Plans-and-Strategies/2019_TRU_Campus-Strategic-Sustainability-Plan-2020-2025.pdf,https://sustainoc.github.io/Docs2/05_TRU/01_Plans-and-Strategies/2019_TRU_Campus-Strategic-Sustainability-Plan-2020-2025.pdf,https://www.tru.ca/__shared/assets/campus-strategic-sustainability-plan-2020-202547354.pdf,05_TRU/01_Plans-and-Strategies/2019_TRU_Campus-Strategic-Sustainability-Plan-2020-2025.pdf,2026-08-14,SKIPPED,"Four STARS-aligned goals broken into 17 thematic areas and 117+ strategies, tagged ongoing/short/medium/long-term, with numeric 2025 and 2030 targets.","The closest structural precedent anywhere to OC's 4-focus / 13-impact-area framework. Steal the structure, not just reference it."
R0235,peers,Public (peer publication),TRU Carbon Neutral Action Report 2019,TRU,TRU,Climate and GHG Reporting,Statutory and climate reporting,CNAR,2019,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2019_TRU_TRU-Carbon-Neutral-Action-Report-2019.pdf,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2019_TRU_TRU-Carbon-Neutral-Action-Report-2019.pdf,https://www.tru.ca/__shared/assets/carbon-neutral-action-report-201952832.pdf,05_TRU/02_Climate-and-GHG-Reporting/2019_TRU_TRU-Carbon-Neutral-Action-Report-2019.pdf,2026-08-14,SKIPPED,"CNAR series, 2019.",Part of the CNAR time series. Multi-year trend data for benchmarking.
R0110,peers,Public (peer publication),TRU Investment Asset Breakdown,TRU,TRU,Governance and Policy,Statutory and climate reporting,Disclosure,2019,file,True,False,Planning and Administration,Investment,,False,Seen in search,https://sustainoc.github.io/Docs2/05_TRU/08_Governance-and-Policy/2019_TRU_TRU-Investment-Asset-Breakdown.pdf,https://sustainoc.github.io/Docs2/05_TRU/08_Governance-and-Policy/2019_TRU_TRU-Investment-Asset-Breakdown.pdf,https://www.tru.ca/__shared/assets/Asset_Breakdown_201949110.pdf,05_TRU/08_Governance-and-Policy/2019_TRU_TRU-Investment-Asset-Breakdown.pdf,2026-08-14,SKIPPED,Investment portfolio composition disclosure. No formal ESG/divestment policy was found.,Transparency-reporting template for OC's Investment impact area.
R0243,peers,Public (peer publication),TRU Waste Audit Report 2019 Q1 and Q2,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2019,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q1-and-Q2.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q1-and-Q2.pdf,https://www.tru.ca/__shared/assets/waste-audit-2019q253515.pdf,05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q1-and-Q2.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2019.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0242,peers,Public (peer publication),TRU Waste Audit Report 2019 Q3,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2019,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q3.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q3.pdf,https://www.tru.ca/__shared/assets/waste-audit-2019q353513.pdf,05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q3.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2019.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0241,peers,Public (peer publication),TRU Waste Audit Report 2019 Q4,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2019,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q4.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q4.pdf,https://www.tru.ca/__shared/assets/waste-audit-2019q453514.pdf,05_TRU/06_Waste-and-Procurement/2019_TRU_TRU-Waste-Audit-Report-2019-Q4.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2019.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0236,peers,Public (peer publication),TRU Carbon Neutral Action Report 2018,TRU,TRU,Climate and GHG Reporting,Statutory and climate reporting,CNAR,2018,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2018_TRU_TRU-Carbon-Neutral-Action-Report-2018.pdf,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2018_TRU_TRU-Carbon-Neutral-Action-Report-2018.pdf,https://www.tru.ca/__shared/assets/carbon-neutral-action-report-201852831.pdf,05_TRU/02_Climate-and-GHG-Reporting/2018_TRU_TRU-Carbon-Neutral-Action-Report-2018.pdf,2026-08-14,SKIPPED,"CNAR series, 2018.",Part of the CNAR time series. Multi-year trend data for benchmarking.
R0336,peers,Public (peer publication),TRU STARS Report v2.1 Platinum,TRU,TRU,STARS,STARS,STARS,2018,link,False,False,,,,True,Verified (list),https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2018-05-31/,,https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2018-05-31/,,2026-08-18,LINK-SAVED,Also Platinum. TRU claims to be the first Canadian institution to reach double platinum.,"Confirms top-tier performance at this scale is sustainable over time, not a one-off."
R0244,peers,Public (peer publication),TRU Waste Audit Report 2018,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2018,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2018_TRU_TRU-Waste-Audit-Report-2018.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2018_TRU_TRU-Waste-Audit-Report-2018.pdf,https://www.tru.ca/__shared/assets/waste-audit-201853516.pdf,05_TRU/06_Waste-and-Procurement/2018_TRU_TRU-Waste-Audit-Report-2018.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2018.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0237,peers,Public (peer publication),TRU Carbon Neutral Action Report 2017,TRU,TRU,Climate and GHG Reporting,Statutory and climate reporting,CNAR,2017,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2017_TRU_TRU-Carbon-Neutral-Action-Report-2017.pdf,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2017_TRU_TRU-Carbon-Neutral-Action-Report-2017.pdf,https://www.tru.ca/__shared/assets/carbon-neutral-action-report-201752830.pdf,05_TRU/02_Climate-and-GHG-Reporting/2017_TRU_TRU-Carbon-Neutral-Action-Report-2017.pdf,2026-08-14,SKIPPED,"CNAR series, 2017.",Part of the CNAR time series. Multi-year trend data for benchmarking.
R0245,peers,Public (peer publication),TRU Waste Audit Report 2017,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2017,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2017_TRU_TRU-Waste-Audit-Report-2017.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2017_TRU_TRU-Waste-Audit-Report-2017.pdf,https://www.tru.ca/__shared/assets/TRU_Waste_Audit_Report_201740863.pdf,05_TRU/06_Waste-and-Procurement/2017_TRU_TRU-Waste-Audit-Report-2017.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2017.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0281,peers,Public (peer publication),TRU Workplace Conservation Awareness and Zero Waste Quiz Results Fall 2017,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2017,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2017_TRU_TRU-Workplace-Conservation-Awareness-and-Zero-Waste-Quiz-Results-Fall-2017.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2017_TRU_TRU-Workplace-Conservation-Awareness-and-Zero-Waste-Quiz-Results-Fall-2017.pdf,https://www.tru.ca/__shared/assets/TRU_Zero_Waste_201733146.pdf,05_TRU/06_Waste-and-Procurement/2017_TRU_TRU-Workplace-Conservation-Awareness-and-Zero-Waste-Quiz-Results-Fall-2017.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2017.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0270,peers,Public (peer publication),Fortis Custom Design Animal Health Building Energy Assessment,TRU,TRU,Energy and Buildings,Audits and assessments,Energy Assessment,2016,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Animal-Health-Building-Energy-Assessment.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Animal-Health-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Animal_Health_Building_Energy_Assessment40766.pdf,05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Animal-Health-Building-Energy-Assessment.pdf,2026-08-14,SKIPPED,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
R0272,peers,Public (peer publication),Fortis Custom Design Arts and Education Building Energy Assessment,TRU,TRU,Energy and Buildings,Audits and assessments,Energy Assessment,2016,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Arts-and-Education-Building-Energy-Assessment.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Arts-and-Education-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Arts___Education_Building_Energy_Assessment40768.pdf,05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Arts-and-Education-Building-Energy-Assessment.pdf,2026-08-14,SKIPPED,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
R0273,peers,Public (peer publication),Fortis Custom Design Clock Tower Building Energy Assessment,TRU,TRU,Energy and Buildings,Audits and assessments,Energy Assessment,2016,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Clock-Tower-Building-Energy-Assessment.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Clock-Tower-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Clock_Tower_Building_Energy_Assessment40769.pdf,05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Clock-Tower-Building-Energy-Assessment.pdf,2026-08-14,SKIPPED,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
R0274,peers,Public (peer publication),Fortis Custom Design Culinary Arts Building Energy Assessment,TRU,TRU,Energy and Buildings,Audits and assessments,Energy Assessment,2016,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Culinary-Arts-Building-Energy-Assessment.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Culinary-Arts-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Culinary_Arts_Building_Energy_Assessment40770.pdf,05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Culinary-Arts-Building-Energy-Assessment.pdf,2026-08-14,SKIPPED,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
R0271,peers,Public (peer publication),Fortis Custom Design Gym and CAC Domestic Hot Water Energy Assessment,TRU,TRU,Energy and Buildings,Audits and assessments,Energy Assessment,2016,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Gym-and-CAC-Domestic-Hot-Water-Energy-Assessment.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Gym-and-CAC-Domestic-Hot-Water-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Gym___CAC_Domestic_Hot_Water_Energy_Assessment40767.pdf,05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Gym-and-CAC-Domestic-Hot-Water-Energy-Assessment.pdf,2026-08-14,SKIPPED,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
R0275,peers,Public (peer publication),Fortis Custom Design Science Building Energy Assessment,TRU,TRU,Energy and Buildings,Audits and assessments,Energy Assessment,2016,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Science-Building-Energy-Assessment.pdf,https://sustainoc.github.io/Docs2/05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Science-Building-Energy-Assessment.pdf,https://www.tru.ca/__shared/assets/Science_Building_Energy_Assessment40771.pdf,05_TRU/05_Energy-and-Buildings/2016_TRU_Fortis-Custom-Design-Science-Building-Energy-Assessment.pdf,2026-08-14,SKIPPED,"Energy Assessment series, 2016.",Part of the Energy Assessment time series. Multi-year trend data for benchmarking.
R0238,peers,Public (peer publication),TRU Carbon Neutral Action Report 2016,TRU,TRU,Climate and GHG Reporting,Statutory and climate reporting,CNAR,2016,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2016_TRU_TRU-Carbon-Neutral-Action-Report-2016.pdf,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2016_TRU_TRU-Carbon-Neutral-Action-Report-2016.pdf,https://www.tru.ca/__shared/assets/TRU_Carbon_Neutral_Action_Report_201640649.pdf,05_TRU/02_Climate-and-GHG-Reporting/2016_TRU_TRU-Carbon-Neutral-Action-Report-2016.pdf,2026-08-14,SKIPPED,"CNAR series, 2016.",Part of the CNAR time series. Multi-year trend data for benchmarking.
R0246,peers,Public (peer publication),TRU Waste Audit Report 2016,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2016,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2016_TRU_TRU-Waste-Audit-Report-2016.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2016_TRU_TRU-Waste-Audit-Report-2016.pdf,https://www.tru.ca/__shared/assets/TRU_Waste_Audit_Report_201640378.pdf,05_TRU/06_Waste-and-Procurement/2016_TRU_TRU-Waste-Audit-Report-2016.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2016.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0239,peers,Public (peer publication),TRU Carbon Neutral Action Report 2015,TRU,TRU,Climate and GHG Reporting,Statutory and climate reporting,CNAR,2015,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2015_TRU_TRU-Carbon-Neutral-Action-Report-2015.pdf,https://sustainoc.github.io/Docs2/05_TRU/02_Climate-and-GHG-Reporting/2015_TRU_TRU-Carbon-Neutral-Action-Report-2015.pdf,https://www.tru.ca/__shared/assets/carbon-neutral-action-report-201539469.pdf,05_TRU/02_Climate-and-GHG-Reporting/2015_TRU_TRU-Carbon-Neutral-Action-Report-2015.pdf,2026-08-14,SKIPPED,"CNAR series, 2015.",Part of the CNAR time series. Multi-year trend data for benchmarking.
R0247,peers,Public (peer publication),TRU Waste Audit Report 2015,TRU,TRU,Waste and Procurement,Audits and assessments,Waste Audit,2015,file,True,False,,,,False,Link seen on index page,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2015_TRU_TRU-Waste-Audit-Report-2015.pdf,https://sustainoc.github.io/Docs2/05_TRU/06_Waste-and-Procurement/2015_TRU_TRU-Waste-Audit-Report-2015.pdf,https://www.tru.ca/__shared/assets/TRU_Waste_Audit_Report_201540379.pdf,05_TRU/06_Waste-and-Procurement/2015_TRU_TRU-Waste-Audit-Report-2015.pdf,2026-08-14,SKIPPED,"Waste Audit series, 2015.",Part of the Waste Audit time series. Multi-year trend data for benchmarking.
R0337,peers,Public (peer publication),TRU STARS Reports v2.0 2015 Gold and v1.1 2011 Silver,TRU,TRU,STARS,STARS,STARS,"2011, 2015",link,False,True,Planning and Administration,Policy / Planning,,False,Verified (list),https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2015-03-03/,,https://reports.aashe.org/institutions/thompson-rivers-university-bc/report/2015-03-03/,,2026-08-18,LINK-SAVED,"Silver to Gold to Platinum to Platinum, 2011-2022.",A realistic multi-cycle rating-improvement pathway OC can cite when setting T3.
